N,P,K,ph,moisture,organic_carbon,soil_quality
37,55,20,6.92,28,1.03,Bad
12,23,54,6.26,42,0.24,Bad
93,55,55,6.37,63,0.96,Bad
79,32,32,6.32,11,0.41,Bad
36,27,8,8.1,12,0.69,Bad
11,8,32,4.85,37,0.9,Bad
47,24,16,7.63,23,0.96,Bad
12,23,20,7.84,24,1.09,Bad
25,46,57,8.27,30,0.48,Bad
49,31,58,6.31,23,0.42,Bad
11,38,53,6.5,68,1.2,Bad
90,8,40,8.35,49,0.41,Bad
50,42,24,6.33,27,0.87,Bad
21,11,30,6.51,63,1.15,Bad
44,52,30,5.83,58,1.1,Bad
74,11,26,4.63,48,0.64,Bad
64,54,13,6.23,29,0.84,Bad
54,56,9,7.12,10,0.73,Bad
88,30,21,7.26,18,0.55,Bad
99,30,53,4.53,18,0.34,Bad
94,58,38,7.7,52,1.0,Bad
71,23,6,6.47,60,0.29,Bad
58,13,57,6.58,47,0.81,Bad
34,24,59,8.35,48,0.79,Bad
32,46,11,5.64,38,0.53,Bad
33,49,40,7.55,24,0.34,Bad
47,54,17,6.8,29,1.0,Bad
37,20,24,7.3,47,0.66,Bad
30,58,34,6.17,50,0.93,Bad
63,21,34,5.62,39,0.22,Bad
27,26,15,6.68,56,0.27,Bad
45,17,35,6.0,35,0.38,Bad
54,16,7,5.39,63,0.31,Bad
82,14,6,7.86,64,0.39,Bad
62,5,52,6.4,15,0.89,Bad
39,36,7,7.89,48,0.25,Bad
69,34,19,6.4,26,0.24,Bad
41,12,21,6.73,15,0.23,Bad
76,25,52,8.48,37,0.9,Bad
76,26,56,8.31,18,0.74,Bad
37,22,11,5.59,36,0.57,Bad
53,6,52,7.97,44,0.88,Bad
88,52,9,6.06,55,0.75,Bad
50,48,38,4.78,15,0.21,Bad
72,13,37,6.8,13,1.04,Bad
32,7,58,8.41,25,0.55,Bad
84,58,49,8.4,32,0.6,Bad
57,30,20,5.01,57,0.98,Bad
41,25,41,7.58,32,0.39,Bad
66,34,7,7.71,38,0.21,Bad
42,32,51,5.97,50,1.11,Bad
33,40,52,7.13,13,0.71,Bad
48,30,47,6.45,49,0.55,Bad
43,38,55,5.41,65,1.02,Bad
65,12,54,7.55,49,0.23,Bad
37,14,25,5.55,33,0.4,Bad
46,52,45,5.86,15,0.36,Bad
16,59,12,5.26,49,0.94,Bad
77,47,26,7.38,15,0.51,Bad
46,54,55,6.33,67,0.97,Bad
65,58,58,6.27,23,0.24,Bad
74,18,9,6.92,23,0.81,Bad
74,44,21,5.13,59,0.52,Bad
56,59,41,8.09,54,0.39,Bad
29,19,18,6.36,56,1.02,Bad
28,21,43,5.97,44,0.61,Bad
38,57,45,5.01,15,0.77,Bad
83,22,32,5.17,32,0.23,Bad
69,36,35,8.18,29,0.99,Bad
27,42,21,6.33,26,0.49,Bad
44,27,39,7.39,29,0.89,Bad
52,50,44,4.82,57,0.96,Bad
20,27,26,7.07,15,0.32,Bad
58,39,49,8.19,49,0.5,Bad
47,43,52,5.7,37,0.92,Bad
73,19,57,6.82,22,0.43,Bad
78,57,33,8.26,38,1.05,Bad
17,28,14,7.38,54,0.51,Bad
43,32,22,4.75,29,0.6,Bad
57,20,39,6.01,67,0.3,Bad
65,20,48,4.84,26,0.35,Bad
85,44,20,7.95,62,0.48,Bad
74,43,54,6.99,64,0.25,Bad
40,10,53,8.33,63,0.39,Bad
13,6,11,4.58,44,0.61,Bad
59,58,34,6.19,54,0.58,Good
78,17,23,4.92,48,0.4,Bad
39,48,59,5.9,61,0.28,Bad
97,51,27,5.15,46,0.52,Bad
68,13,12,5.82,52,0.95,Bad
76,38,21,7.78,32,0.71,Bad
84,21,25,5.14,27,1.15,Bad
54,31,30,6.39,45,0.34,Bad
13,33,32,8.19,29,0.41,Bad
35,41,43,8.5,63,0.48,Bad
36,47,37,5.5,69,0.21,Bad
55,26,44,8.24,68,1.14,Bad
73,55,23,5.55,16,0.65,Bad
60,28,33,6.15,45,0.68,Bad
59,11,24,8.01,51,0.36,Bad
15,38,24,7.64,10,1.07,Bad
68,52,14,7.93,58,0.89,Bad
24,16,16,7.7,46,0.63,Bad
39,27,37,5.44,58,1.08,Bad
51,19,29,6.74,44,1.11,Bad
46,37,29,6.04,50,0.25,Bad
51,17,57,6.34,12,0.32,Bad
44,27,8,5.12,44,0.23,Bad
96,42,8,5.76,38,0.78,Bad
15,36,13,7.93,18,0.42,Bad
77,49,19,8.09,46,1.04,Bad
27,54,30,6.94,69,0.67,Bad
82,39,19,6.49,65,1.04,Bad
38,5,30,7.35,51,0.76,Bad
86,51,32,6.94,56,1.0,Good
68,49,11,8.43,34,0.57,Bad
56,9,36,5.26,21,1.15,Bad
26,17,16,6.3,47,0.87,Bad
31,58,39,8.17,16,0.8,Bad
77,9,56,8.16,16,0.55,Bad
78,36,36,6.48,64,1.14,Bad
46,55,13,5.04,13,0.54,Bad
58,25,18,7.76,54,1.04,Bad
22,28,17,6.84,56,0.6,Bad
43,22,48,7.59,40,0.97,Bad
95,25,37,6.35,59,1.11,Bad
62,58,36,5.32,59,0.67,Bad
96,14,23,4.6,48,0.73,Bad
60,28,34,6.74,19,0.53,Bad
12,44,20,5.14,57,0.25,Bad
51,51,16,5.25,32,0.85,Bad
41,25,14,6.25,35,0.32,Bad
60,29,6,6.27,32,0.55,Bad
94,56,22,5.6,38,0.55,Bad
55,27,17,5.03,17,0.35,Bad
30,26,33,8.28,28,0.87,Bad
53,8,28,5.03,38,0.37,Bad
20,38,42,5.9,52,0.98,Bad
77,10,16,5.72,62,0.45,Bad
10,32,33,7.97,15,0.49,Bad
72,35,26,6.14,38,0.54,Bad
33,39,40,5.0,33,0.35,Bad
22,43,5,4.54,65,0.63,Bad
20,46,47,7.39,19,0.28,Bad
60,27,59,7.36,60,0.63,Bad
26,10,44,6.17,69,0.54,Bad
91,20,38,5.01,23,0.54,Bad
95,6,38,5.99,61,0.86,Bad
33,28,52,6.86,15,0.97,Bad
28,21,37,7.32,13,0.56,Bad
46,49,8,4.81,67,0.46,Bad
94,5,42,6.73,61,0.69,Bad
17,10,34,5.6,24,0.99,Bad
37,9,57,6.97,46,0.84,Bad
14,49,56,7.09,57,0.24,Bad
26,59,50,8.14,67,0.68,Bad
45,54,24,6.14,48,1.19,Bad
28,33,30,6.65,37,0.55,Bad
73,16,19,5.57,11,0.64,Bad
20,43,11,5.65,22,0.49,Bad
63,51,11,4.68,11,0.7,Bad
54,7,54,5.64,69,0.36,Bad
56,52,33,4.76,67,0.45,Bad
21,5,27,8.36,50,0.91,Bad
30,31,38,7.0,41,0.34,Bad
20,52,24,5.19,61,1.13,Bad
14,28,19,4.97,14,0.51,Bad
90,48,37,5.98,12,0.78,Bad
65,23,57,5.73,11,0.52,Bad
29,12,21,5.62,23,0.68,Bad
50,59,24,6.37,67,1.1,Bad
55,48,17,8.15,49,0.27,Bad
21,51,48,6.77,61,1.06,Bad
79,6,28,6.58,53,0.76,Bad
26,34,58,7.73,58,0.87,Bad
28,34,51,4.52,38,0.26,Bad
35,53,41,5.29,57,0.96,Bad
57,43,11,6.48,47,0.33,Bad
61,49,12,7.32,15,1.16,Bad
79,36,27,6.44,59,1.0,Bad
64,5,18,5.15,43,0.69,Bad
84,42,8,8.22,17,1.12,Bad
42,17,25,5.81,68,0.37,Bad
71,15,50,7.65,64,1.19,Bad
97,14,14,8.07,55,0.92,Bad
32,52,26,5.89,11,0.3,Bad
24,30,34,7.88,35,0.74,Bad
36,59,34,7.34,26,0.91,Bad
84,24,20,8.12,68,0.81,Bad
73,21,15,5.51,33,0.62,Bad
90,21,26,8.23,40,0.45,Bad
60,8,33,4.76,25,0.44,Bad
62,9,29,7.67,67,1.13,Bad
87,27,18,6.24,59,0.43,Bad
91,50,18,5.21,30,1.16,Bad
60,56,6,4.82,47,0.41,Bad
56,14,58,6.06,35,0.58,Bad
13,50,17,6.06,26,0.21,Bad
16,32,7,5.42,59,1.1,Bad
44,37,34,5.36,55,0.3,Bad
57,47,22,6.1,51,0.56,Bad
82,30,58,6.14,13,1.04,Bad
81,59,40,6.27,59,0.99,Good
54,54,25,7.98,52,1.04,Bad
90,52,57,6.95,63,1.11,Bad
90,33,23,4.58,57,1.11,Bad
81,31,20,6.58,13,0.97,Bad
28,22,32,7.55,68,0.78,Bad
72,44,8,4.73,28,0.76,Bad
47,14,55,6.19,47,0.21,Bad
76,46,59,6.3,34,0.92,Good
68,9,19,8.32,17,0.43,Bad
78,14,5,6.4,27,1.03,Bad
22,54,52,7.5,60,0.75,Bad
56,25,51,5.71,27,1.19,Bad
70,28,20,7.62,57,0.41,Bad
40,42,58,5.79,67,0.92,Bad
89,7,24,6.22,16,0.75,Bad
31,44,37,6.42,66,1.13,Bad
95,35,21,8.21,26,0.47,Bad
52,45,9,4.71,68,0.26,Bad
76,41,9,5.29,12,0.74,Bad
63,6,43,7.32,31,0.72,Bad
19,6,17,6.81,24,0.51,Bad
51,43,48,5.51,40,1.19,Bad
73,53,40,5.66,45,0.27,Bad
30,46,34,5.97,35,0.77,Bad
89,48,8,6.3,57,0.46,Bad
85,38,27,7.77,23,0.2,Bad
75,46,25,4.56,67,1.19,Bad
50,24,25,8.09,26,0.68,Bad
33,37,10,6.15,18,1.06,Bad
44,8,28,5.42,16,1.04,Bad
65,49,51,6.53,55,1.01,Good
39,48,57,7.14,36,0.66,Bad
66,15,35,4.68,37,1.1,Bad
56,46,23,7.36,64,0.57,Bad
44,51,42,7.54,21,0.61,Bad
28,9,16,5.16,26,0.46,Bad
17,29,18,5.17,18,0.65,Bad
35,53,54,5.32,53,1.19,Bad
80,41,16,7.69,53,0.77,Bad
39,38,19,5.59,17,1.03,Bad
16,13,23,7.68,36,0.46,Bad
76,10,32,6.66,69,1.16,Bad
74,22,44,7.57,51,0.21,Bad
45,18,45,6.71,21,1.13,Bad
34,23,9,5.84,46,1.1,Bad
46,18,9,8.14,29,0.27,Bad
10,44,10,7.36,10,0.8,Bad
24,21,27,6.44,18,0.99,Bad
46,39,7,7.05,56,0.6,Bad
22,33,41,6.96,33,0.29,Bad
17,46,37,5.93,43,1.03,Bad
14,21,47,6.2,45,0.67,Bad
69,47,25,5.77,13,0.46,Bad
82,12,24,8.5,38,0.27,Bad
10,5,5,6.82,32,0.84,Bad
45,49,43,4.87,44,0.24,Bad
44,57,51,6.58,25,0.99,Bad
75,40,21,4.7,17,0.97,Bad
72,11,33,5.65,36,0.52,Bad
32,50,12,6.28,48,0.67,Bad
18,9,30,6.64,67,0.87,Bad
43,28,32,8.4,21,1.16,Bad
55,32,38,8.43,53,0.72,Bad
87,47,30,4.89,13,1.2,Bad
13,21,17,6.65,56,0.53,Bad
39,41,48,7.77,34,0.73,Bad
84,24,41,5.45,15,0.32,Bad
81,7,17,7.5,12,0.76,Bad
12,41,42,8.01,48,0.74,Bad
23,30,29,7.15,63,1.05,Bad
69,19,51,5.81,33,1.2,Bad
86,55,27,8.19,30,1.19,Bad
54,52,26,8.03,15,0.44,Bad
43,12,25,7.36,42,0.54,Bad
54,17,58,5.95,17,0.47,Bad
70,52,34,7.67,42,0.4,Bad
92,7,15,5.76,57,0.35,Bad
25,5,8,5.51,12,0.71,Bad
75,13,37,6.56,69,1.07,Bad
49,35,51,8.49,11,0.79,Bad
26,45,16,7.72,47,1.07,Bad
43,58,13,7.42,49,1.16,Bad
25,30,36,6.31,65,0.58,Bad
69,21,15,5.75,48,1.04,Bad
75,38,41,7.92,48,0.25,Bad
75,13,28,6.77,33,0.68,Bad
99,55,11,7.75,30,0.57,Bad
22,17,12,6.45,60,0.4,Bad
65,9,37,7.52,27,0.64,Bad
40,45,29,7.97,44,0.64,Bad
43,17,5,6.07,20,1.01,Bad
48,5,7,4.55,20,1.07,Bad
76,29,44,5.52,12,0.86,Bad
17,51,32,8.16,69,0.83,Bad
96,8,47,7.25,32,0.31,Bad
87,40,37,7.45,10,0.78,Bad
64,56,50,5.8,32,0.47,Bad
36,14,5,7.31,31,0.49,Bad
62,32,42,7.09,68,0.29,Bad
48,10,57,5.21,51,0.84,Bad
74,31,31,8.37,39,0.78,Bad
26,16,42,5.92,11,0.42,Bad
39,56,39,5.82,67,0.46,Bad
62,52,14,5.98,26,0.97,Bad
22,7,16,4.87,50,0.99,Bad
30,50,14,7.0,59,0.69,Bad
28,37,58,5.45,29,0.35,Bad
62,14,38,7.71,18,0.26,Bad
28,35,28,6.08,66,0.47,Bad
66,19,32,6.33,69,0.93,Bad
34,11,26,7.09,20,0.8,Bad
95,40,49,7.55,26,0.92,Bad
40,18,20,5.42,23,0.67,Bad
90,52,17,8.37,27,0.95,Bad
64,18,40,6.99,27,0.68,Bad
32,7,40,4.52,53,0.28,Bad
41,53,47,6.16,59,0.28,Bad
71,57,27,6.25,17,1.03,Bad
83,50,18,7.74,38,0.83,Bad
19,54,36,5.72,17,0.48,Bad
81,7,7,5.82,35,0.96,Bad
63,26,31,4.78,37,0.34,Bad
61,23,23,5.63,17,0.85,Bad
29,39,26,7.37,69,1.19,Bad
41,16,5,7.04,29,0.35,Bad
23,58,9,4.83,56,0.34,Bad
59,9,53,4.96,17,0.67,Bad
37,14,37,6.01,23,0.84,Bad
62,45,55,7.48,22,0.23,Bad
33,37,23,7.83,64,0.7,Bad
88,17,40,4.56,49,0.28,Bad
31,39,55,5.82,26,0.44,Bad
39,55,10,6.2,60,0.91,Bad
72,36,19,8.14,35,0.94,Bad
13,15,40,6.51,15,0.93,Bad
86,52,37,5.58,26,0.27,Bad
68,42,28,6.06,13,0.99,Bad
96,28,31,6.25,34,0.63,Bad
17,39,53,7.18,16,0.68,Bad
91,23,15,4.66,26,0.62,Bad
21,10,53,6.06,69,1.06,Bad
40,44,27,7.09,31,0.88,Bad
87,58,37,5.63,63,0.7,Bad
43,49,45,6.87,37,1.03,Bad
91,48,50,5.93,59,1.01,Bad
84,46,51,7.53,15,0.21,Bad
85,39,33,4.74,39,0.68,Bad
58,8,35,8.17,19,0.24,Bad
88,37,5,5.19,59,0.51,Bad
66,17,38,5.13,65,1.0,Bad
35,40,22,7.86,48,1.14,Bad
27,58,22,7.98,23,0.44,Bad
95,47,10,4.87,63,0.22,Bad
47,23,56,8.13,55,0.6,Bad
90,47,44,5.59,51,0.54,Bad
96,16,5,6.97,31,0.88,Bad
97,15,51,4.77,66,0.7,Bad
59,10,46,6.02,50,0.6,Bad
17,16,34,6.3,35,0.43,Bad
50,31,8,6.9,19,1.03,Bad
15,45,36,6.6,11,0.45,Bad
78,29,14,6.35,12,0.25,Bad
53,46,47,8.34,57,0.76,Bad
73,7,9,5.24,51,0.52,Bad
38,7,13,5.13,64,0.91,Bad
37,24,9,7.35,20,0.28,Bad
20,32,15,4.8,19,1.17,Bad
74,27,39,6.43,21,0.39,Bad
28,52,31,6.44,23,0.56,Bad
18,7,8,5.74,39,0.68,Bad
36,46,14,8.22,50,1.09,Bad
43,28,43,5.63,69,0.92,Bad
53,47,37,5.65,22,0.34,Bad
77,44,42,5.44,39,0.64,Bad
91,10,12,5.08,47,0.74,Bad
24,24,53,5.96,20,0.9,Bad
60,15,28,7.22,10,0.77,Bad
22,36,43,7.47,36,0.66,Bad
92,31,37,7.75,56,0.97,Bad
58,25,45,5.29,48,0.58,Bad
79,48,47,4.64,52,1.19,Bad
65,52,23,8.4,58,1.15,Bad
85,54,6,4.56,46,0.91,Bad
60,17,59,8.34,18,1.08,Bad
46,26,15,7.82,67,0.59,Bad
26,39,39,8.15,57,0.78,Bad
67,51,21,6.05,52,0.47,Bad
96,26,46,5.29,35,1.09,Bad
99,32,7,6.93,34,0.67,Bad
38,25,26,7.47,26,0.74,Bad
42,50,39,5.02,15,1.06,Bad
69,22,25,7.69,24,1.0,Bad
98,35,29,5.33,12,0.52,Bad
64,50,43,6.47,40,0.29,Bad
19,41,6,7.93,37,0.36,Bad
56,25,5,5.27,18,0.54,Bad
32,18,11,5.47,53,0.51,Bad
94,29,24,4.75,60,0.24,Bad
30,31,47,5.09,27,0.63,Bad
22,44,59,5.09,57,0.31,Bad
42,27,10,5.31,49,0.42,Bad
33,35,59,5.64,41,0.99,Bad
20,51,40,7.76,28,0.69,Bad
26,33,55,8.16,14,0.57,Bad
77,51,25,6.13,53,0.39,Bad
56,34,55,5.01,15,1.07,Bad
34,55,50,5.4,21,1.1,Bad
82,30,39,7.44,67,0.72,Bad
30,24,40,7.21,56,1.12,Bad
93,42,12,8.37,51,0.66,Bad
92,23,54,4.56,26,0.31,Bad
92,31,8,7.5,48,0.22,Bad
21,29,47,6.52,68,0.33,Bad
46,44,20,8.11,16,0.82,Bad
51,42,7,6.8,62,0.52,Bad
26,56,11,6.29,66,0.85,Bad
57,27,6,7.16,20,0.71,Bad
37,33,5,7.83,43,0.53,Bad
50,19,5,5.63,62,0.42,Bad
56,7,42,4.93,11,0.28,Bad
27,14,55,6.23,23,0.98,Bad
87,19,11,5.36,27,1.02,Bad
80,20,28,6.22,57,0.74,Bad
22,21,9,8.46,69,0.36,Bad
91,23,25,6.8,52,0.46,Bad
22,15,32,7.27,18,1.16,Bad
40,52,22,7.21,48,0.43,Bad
11,9,28,7.78,13,0.26,Bad
25,9,36,8.28,57,0.75,Bad
18,18,49,7.14,23,0.46,Bad
82,54,37,6.4,20,1.16,Good
47,30,14,5.77,39,0.77,Bad
84,12,13,5.94,49,1.17,Bad
63,9,53,5.84,52,0.99,Bad
65,11,37,5.8,36,0.92,Bad
95,20,37,7.28,38,1.03,Bad
96,59,11,6.85,61,0.8,Bad
54,18,8,5.31,41,0.21,Bad
43,41,32,8.38,58,0.59,Bad
18,45,27,6.21,69,0.42,Bad
97,8,57,6.76,39,0.63,Bad
17,40,36,7.31,35,0.67,Bad
16,52,48,6.95,39,0.33,Bad
45,21,20,5.74,60,0.22,Bad
27,51,50,7.69,19,0.34,Bad
12,40,59,4.94,21,1.06,Bad
37,10,14,6.78,42,0.96,Bad
79,20,18,5.59,43,1.0,Bad
53,33,43,6.96,27,0.48,Bad
30,40,40,5.37,48,0.44,Bad
37,42,38,7.59,25,0.24,Bad
63,41,28,5.41,54,0.67,Bad
63,52,22,8.06,13,0.58,Bad
74,52,20,7.95,19,1.04,Bad
30,14,45,5.95,37,0.88,Bad
22,45,41,6.04,50,0.34,Bad
66,40,45,7.31,27,1.19,Good
58,33,29,4.86,18,0.97,Bad
63,18,12,4.82,31,0.92,Bad
19,8,28,5.05,19,0.42,Bad
62,48,24,6.75,49,1.11,Bad
53,46,52,5.1,32,0.67,Bad
56,40,34,5.61,52,0.5,Bad
62,54,24,7.09,22,0.85,Bad
83,49,22,4.56,33,0.41,Bad
55,17,8,5.22,22,1.11,Bad
22,50,52,8.22,57,1.05,Bad
46,22,40,7.15,54,0.66,Bad
33,37,10,5.72,34,0.39,Bad
11,25,7,4.68,53,0.7,Bad
95,20,22,6.84,56,0.35,Bad
90,19,51,5.39,38,0.47,Bad
23,58,44,8.34,25,0.68,Bad
19,9,22,7.25,49,0.22,Bad
44,10,27,8.4,15,0.97,Bad
34,42,39,7.9,65,0.4,Bad
12,7,10,6.43,17,1.07,Bad
26,52,58,7.18,43,0.22,Bad
21,16,30,7.75,27,0.73,Bad
63,40,25,6.81,52,0.98,Bad
33,37,28,4.75,41,0.44,Bad
38,40,19,6.38,58,0.91,Bad
52,37,31,5.02,19,0.92,Bad
34,35,36,7.36,43,0.84,Bad
69,25,16,7.22,32,0.56,Bad
99,31,9,8.47,68,0.99,Bad
74,31,11,7.02,28,0.83,Bad
93,12,26,7.7,29,0.79,Bad
37,41,31,5.57,61,1.02,Bad
25,36,19,5.86,61,0.44,Bad
56,30,43,8.17,43,0.43,Bad
90,6,49,7.52,68,0.59,Bad
67,16,39,7.12,47,0.27,Bad
85,26,30,5.52,26,0.54,Bad
36,21,27,7.29,53,0.61,Bad
62,11,17,8.05,14,0.7,Bad
51,47,30,5.42,11,0.45,Bad
68,8,7,7.32,50,1.11,Bad
56,41,33,6.07,43,0.49,Bad
43,42,6,4.98,63,1.05,Bad
46,36,32,7.55,29,0.64,Bad
15,15,27,5.17,55,0.92,Bad
16,5,40,5.51,63,0.31,Bad
34,29,53,7.63,56,0.74,Bad
42,46,10,7.47,11,1.16,Bad
64,56,15,5.52,37,0.87,Bad
67,28,42,8.26,27,1.02,Bad
16,57,58,5.36,53,0.46,Bad
66,47,38,8.47,48,1.0,Bad
21,21,21,7.45,57,0.55,Bad
25,12,7,6.07,60,0.69,Bad
89,49,48,5.02,44,0.39,Bad
52,31,50,5.78,24,0.69,Bad
86,56,38,5.27,56,0.72,Bad
16,22,26,6.99,48,0.82,Bad
60,31,33,5.93,49,1.07,Bad
82,26,58,5.68,48,0.5,Bad
41,20,33,7.53,12,1.18,Bad
84,6,9,5.42,28,1.05,Bad
17,9,14,6.85,32,0.6,Bad
96,22,14,5.28,28,0.43,Bad
98,7,57,7.36,27,0.27,Bad
81,31,13,7.0,39,0.43,Bad
54,58,25,7.69,48,1.08,Bad
95,21,17,4.77,28,0.49,Bad
68,20,14,5.34,14,0.34,Bad
13,10,42,5.12,64,0.22,Bad
76,55,15,5.26,22,0.5,Bad
38,11,8,4.91,43,0.42,Bad
38,54,50,6.75,33,0.3,Bad
37,18,35,6.87,27,1.15,Bad
86,42,53,7.87,13,0.47,Bad
88,44,56,6.17,45,0.21,Bad
96,19,38,6.63,17,1.14,Bad
53,51,46,8.47,52,0.78,Bad
99,51,39,6.63,10,0.28,Bad
13,52,43,6.79,69,0.23,Bad
99,37,43,8.48,50,0.31,Bad
18,47,37,8.48,47,0.79,Bad
14,31,12,6.2,45,0.26,Bad
65,33,36,7.04,47,0.77,Good
93,41,59,6.42,22,0.85,Good
59,9,37,7.38,31,0.35,Bad
84,33,12,8.25,38,0.69,Bad
24,36,50,5.74,18,1.16,Bad
41,57,18,7.78,36,1.04,Bad
37,10,38,7.12,55,0.92,Bad
31,6,12,5.62,53,0.72,Bad
26,10,55,7.69,13,0.59,Bad
68,50,46,6.21,49,0.65,Good
99,47,11,4.98,26,0.96,Bad
80,8,17,8.47,63,0.75,Bad
66,33,58,6.2,46,0.96,Good
35,29,25,6.67,12,1.17,Bad
34,13,51,7.73,13,0.84,Bad
19,7,36,8.34,49,0.8,Bad
54,30,15,7.99,25,0.61,Bad
92,52,18,6.6,20,0.4,Bad
20,47,15,6.68,36,0.57,Bad
86,31,6,5.62,35,0.72,Bad
62,40,38,6.35,68,0.23,Bad
81,36,48,8.29,40,0.68,Bad
77,5,51,7.41,43,1.06,Bad
37,57,21,4.55,17,1.18,Bad
84,58,18,4.97,48,1.06,Bad
74,20,29,8.2,10,0.37,Bad
58,55,52,7.89,11,0.36,Bad
56,52,31,6.44,64,0.59,Bad
61,15,12,6.97,36,0.43,Bad
97,30,21,5.66,54,0.88,Bad
63,44,9,7.67,52,0.28,Bad
69,59,16,6.91,12,0.64,Bad
66,5,42,7.28,43,0.48,Bad
56,30,22,6.0,25,0.8,Bad
40,32,30,6.22,10,1.0,Bad
55,57,35,5.33,16,1.12,Bad
35,13,41,8.29,44,1.16,Bad
14,48,10,8.29,31,0.55,Bad
93,26,45,7.77,57,1.06,Bad
61,12,19,8.24,41,0.79,Bad
84,53,46,7.16,35,0.89,Good
63,46,53,5.44,65,1.05,Bad
42,31,30,7.54,15,0.33,Bad
59,43,55,5.8,55,1.15,Bad
47,23,16,6.26,64,0.75,Bad
36,29,45,5.6,20,0.54,Bad
24,42,51,6.19,40,0.54,Bad
70,25,18,7.22,63,0.95,Bad
30,28,5,4.94,64,0.88,Bad
55,28,21,4.92,30,0.93,Bad
78,23,37,7.24,66,0.45,Bad
15,54,59,7.62,60,0.37,Bad
47,51,33,6.71,31,0.92,Bad
71,6,57,5.23,66,0.5,Bad
95,18,58,6.22,10,0.42,Bad
71,57,49,7.53,30,0.41,Bad
91,36,35,7.24,54,0.35,Bad
87,46,12,4.94,29,0.63,Bad
83,36,34,8.38,18,0.46,Bad
55,32,17,5.39,36,1.09,Bad
22,52,20,5.38,38,0.89,Bad
12,43,6,6.34,52,0.94,Bad
15,44,49,5.81,42,0.6,Bad
17,46,22,8.44,54,0.8,Bad
53,51,39,4.81,61,0.7,Bad
42,44,49,5.73,10,0.37,Bad
90,17,23,6.03,12,0.25,Bad
84,16,17,6.47,41,0.88,Bad
86,12,55,4.57,29,0.32,Bad
59,19,8,4.83,26,0.26,Bad
20,30,23,5.53,46,0.64,Bad
37,16,54,6.72,47,0.94,Bad
79,47,29,7.57,58,0.97,Bad
50,55,42,7.25,19,1.07,Bad
25,50,55,6.77,52,0.4,Bad
77,31,35,6.09,54,1.19,Good
57,22,40,7.98,38,0.96,Bad
65,49,8,6.34,51,0.36,Bad
73,40,43,5.7,55,1.04,Bad
68,53,11,7.02,69,0.7,Bad
99,55,59,7.27,41,0.27,Bad
71,31,20,6.09,22,0.33,Bad
85,13,52,4.61,40,0.63,Bad
20,59,9,4.88,69,0.73,Bad
98,43,51,7.88,13,1.15,Bad
27,5,27,4.73,61,0.42,Bad
28,11,40,6.87,58,0.67,Bad
96,30,36,5.23,27,0.43,Bad
64,11,28,5.42,20,0.76,Bad
91,56,29,5.59,51,1.11,Bad
35,11,49,4.65,62,0.77,Bad
15,12,32,5.21,27,0.71,Bad
13,20,23,7.1,60,0.95,Bad
38,7,11,6.49,50,0.35,Bad
68,49,48,7.69,46,1.11,Bad
26,14,45,4.74,42,0.78,Bad
52,54,21,8.06,46,0.89,Bad
89,11,6,8.49,12,1.02,Bad
75,25,20,4.56,10,0.84,Bad
43,57,43,8.37,28,0.84,Bad
17,41,22,5.44,68,0.93,Bad
22,35,43,7.27,15,0.25,Bad
17,27,5,5.67,19,0.58,Bad
74,31,7,6.59,46,1.16,Bad
52,26,25,6.54,21,0.46,Bad
48,43,34,5.94,53,0.74,Bad
90,31,15,7.37,26,0.38,Bad
68,58,26,6.9,36,0.52,Bad
93,53,51,6.53,11,0.92,Bad
97,8,29,8.43,62,0.84,Bad
95,28,7,8.26,34,0.61,Bad
95,27,34,8.32,68,1.14,Bad
53,52,28,8.03,55,0.98,Bad
18,23,49,5.52,53,0.47,Bad
46,46,40,5.9,37,0.67,Bad
83,7,27,5.42,54,1.08,Bad
45,31,58,8.44,46,0.22,Bad
37,7,12,5.11,46,0.78,Bad
51,32,58,5.97,26,0.43,Bad
52,21,8,5.3,14,0.26,Bad
94,35,54,5.39,65,1.11,Bad
97,14,43,5.49,66,1.02,Bad
51,53,47,7.06,67,0.39,Bad
75,26,35,4.8,28,1.04,Bad
64,34,33,6.79,13,0.35,Bad
81,53,40,7.78,48,0.68,Bad
57,25,17,7.57,64,0.93,Bad
31,40,45,5.1,58,0.73,Bad
36,57,13,8.16,52,1.05,Bad
76,27,59,7.58,47,0.82,Bad
22,42,25,4.52,54,0.63,Bad
54,16,55,7.45,53,1.13,Bad
19,29,7,7.45,39,0.24,Bad
18,58,29,6.49,41,0.69,Bad
63,24,29,4.68,66,0.86,Bad
36,53,16,6.82,46,1.04,Bad
43,53,33,7.56,65,0.74,Bad
10,46,15,5.58,36,1.09,Bad
41,11,56,7.17,41,0.63,Bad
98,33,15,5.92,51,0.52,Bad
80,52,53,6.8,20,1.17,Good
76,33,30,6.04,50,0.87,Good
93,17,57,5.72,67,0.63,Bad
29,7,18,7.92,67,1.08,Bad
44,6,20,7.52,22,0.88,Bad
99,20,14,5.88,44,0.84,Bad
87,34,35,6.24,26,0.93,Good
26,42,35,7.27,39,0.94,Bad
27,10,40,7.74,27,0.69,Bad
54,49,14,7.24,46,0.62,Bad
93,11,30,6.66,57,1.11,Bad
62,9,24,8.32,39,0.7,Bad
91,11,48,7.6,35,0.42,Bad
77,38,13,4.96,64,0.72,Bad
74,36,19,6.73,25,0.23,Bad
10,53,13,6.14,20,0.92,Bad
